id_contrato;cpf;dt_contratacao;produto;canal_originacao;valor_contratado;prazo_meses;taxa_juros_am;limite_aprovado;score_bureau;renda_declarada;idade;uf;sexo;status_contrato;fpd_15;over30_3m;over60_6m
C0024374;3QMK6W372G6;21/10/2025;Cartão;Site;R$ 339,06;12;10,68;R$ 496,21;586;R$ 1.320,00;31;GO;M;Ativo;0;1;SIM
C0017593;HFQ8Y9RBEKZ;17/08/2025;Crediário;App;R$ 611,90;9;7,10;R$ 713,20;775;R$ 3.570,00;42;RJ;F;Ativo;0;0;NAO
C0017203;T8XEWW37B5V;30/08/2025;Empréstimo Pessoal;Loja;R$ 257,74;3;7,10;R$ 332,42;669;R$ 1.690,00;53;PR;M;Quitado;0;0;NAO
C0040344;SJZT9329EKE;07/10/2025;Cartão;App;R$ 916,31;12;11,79;R$ 1.398,25;547;R$ 1.280,00;49;PE;M;Quitado;0;0;NAO
C0038719;8JBU3W4ZX92;20/10/2025;Cartão;App;R$ 577,10;24;6,55;R$ 850,70;688;R$ 2.440,00;26;CE;F;Ativo;0;0;NAO
C0014745;9QUY3BMACRN;26/07/2025;Cartão;Site;R$ 1.580,08;3;11,70;R$ 2.598,07;;R$ 3.610,00;59;CE;F;Quitado;0;0;NAO
C0039475;S3ZA4GHHCN3;08/10/2025;Crediário;Site;R$ 441,20;9;18,00;R$ 499,73;451;R$ 2.520,00;34;PE;F;Ativo;0;1;SIM
C0049290;PLSQHPZ8Y7S;28/10/2025;Crediário;Parceiro;R$ 1.298,98;12;8,36;R$ 1.501,29;629;R$ 2.070,00;37;SP;M;Ativo;0;0;NAO
C0024314;G8VVN7KQU9W;31/08/2025;Empréstimo Pessoal;Site;R$ 743,89;12;15,45;R$ 898,31;449;R$ 2.550,00;48;MG;F;Cancelado;1;1;SIM
C0003782;ZDXEXBKD7U7;20/09/2025;Empréstimo Pessoal;App;R$ 1.284,44;9;10,70;R$ 1.958,65;668;;35;RJ;M;Cancelado;0;0;NAO
C0035288;NAQ3924A8SS;25/07/2025;Cartão;App;R$ 1.633,37;12;3,38;R$ 3.426,11;729;R$ 4.130,00;37;SP;M;Ativo;0;0;SIM
C0042703;24Q4RWTYMEG;21/06/2025;CDC;Site;R$ 292,86;18;11,17;R$ 403,98;575;R$ 2.010,00;59;PR;F;Ativo;0;0;NAO
C0019044;A3J3RDKGVDU;05/08/2025;Empréstimo Pessoal;Site;R$ 972,28;18;10,57;R$ 1.685,44;583;R$ 4.050,00;28;MG;M;Ativo;0;0;NAO
C0039621;PHDUHLSZTZM;04/08/2025;Empréstimo Pessoal;App;R$ 979,57;6;5,20;R$ 1.780,55;728;R$ 2.900,00;56;RJ;M;Ativo;0;0;SIM
C0030744;T8Y6PL9WC65;28/10/2025;Empréstimo Pessoal;App;R$ 635,25;6;10,68;R$ 985,09;621;R$ 3.580,00;48;SP;M;Quitado;0;0;NAO
C0013986;ACHRG3YUXAJ;28/09/2025;Crediário;Parceiro;R$ 447,28;3;14,93;R$ 849,86;491;R$ 2.030,00;27;DF;M;Ativo;0;0;SIM
C0040737;RNE5NPLHGFQ;09/07/2025;CDC;Parceiro;R$ 734,06;6;3,65;R$ 789,47;804;R$ 2.740,00;45;DF;M;Ativo;0;0;NAO
C0026523;H4WT5TZ3Y5F;05/09/2025;Empréstimo Pessoal;App;R$ 1.149,51;6;6,89;R$ 2.080,19;689;R$ 2.120,00;45;SP;F;Ativo;0;1;SIM
C0024618;ZJV4YR4VXR5;12/11/2025;Crediário;Loja;R$ 684,95;6;10,67;R$ 1.309,88;643;R$ 1.620,00;21;SP;F;Ativo;0;0;SIM
C0010712;885L35GJ23W;03/09/2025;Cartão;Loja;R$ 778,08;3;2,68;R$ 1.471,44;758;R$ 1.490,00;38;DF;M;Quitado;0;0;NAO
C0050019;9V695EZGKPF;12/11/2025;Cartão;Parceiro;R$ 1.266,41;6;12,40;R$ 1.645,34;565;R$ 3.700,00;30;RS;M;Ativo;0;0;NAO
C0026895;SEK9TN2PRAP;17/07/2025;Empréstimo Pessoal;Loja;R$ 495,02;12;9,68;R$ 612,45;595;R$ 2.770,00;30;SP;F;Cancelado;0;0;NAO
C0045416;3THT6M4QZJN;31/07/2025;Empréstimo Pessoal;Site;R$ 372,60;24;11,53;R$ 822,55;658;;40;PR;F;Quitado;0;0;NAO
C0003496;RYF9G55FAZ5;08/11/2025;Empréstimo Pessoal;Loja;R$ 390,91;12;3,91;R$ 422,79;660;R$ 2.320,00;46;RS;M;Ativo;0;0;NAO
C0003186;8LR8VND7VBT;16/06/2025;Empréstimo Pessoal;Parceiro;R$ 1.644,68;18;6,63;R$ 2.418,93;608;R$ 3.150,00;43;SP;M;Quitado;0;0;NAO
C0008509;PMFLS9F4STK;22/07/2025;Empréstimo Pessoal;App;R$ 3.584,43;24;12,45;R$ 7.240,38;519;;44;CE;M;Ativo;0;0;NAO
C0028796;FKCGL4EKW7K;18/06/2025;Cartão;Loja;R$ 1.406,47;9;6,21;R$ 3.088,40;693;R$ 3.620,00;42;BA;F;Quitado;0;0;NAO
C0046262;7D7V565B38D;19/11/2025;Cartão;Loja;R$ 977,91;18;9,92;R$ 1.127,91;576;R$ 3.500,00;30;RS;M;Quitado;0;1;SIM
C0044488;A8F44AUBBGT;17/09/2025;Crediário;Site;R$ 216,55;12;8,66;R$ 416,04;748;R$ 3.400,00;52;SP;M;Cancelado;0;0;NAO
C0003273;QBHMQJU8YKX;04/10/2025;Crediário;Site;R$ 847,76;10;7,44;R$ 1.436,67;709;R$ 2.610,00;57;MG;M;Ativo;0;0;NAO
C0012689;29LJ7PJTMK7;03/10/2025;Crediário;App;R$ 889,15;9;7,99;R$ 1.105,07;690;R$ 2.020,00;41;CE;M;Ativo;0;0;NAO
C0034461;DZ5UBE8QYSU;22/06/2025;CDC;App;R$ 428,78;10;4,66;R$ 876,03;694;R$ 2.530,00;67;PR;F;Quitado;0;0;NAO
C0049585;R2B6DCK2AXK;19/07/2025;CDC;App;R$ 814,54;18;8,83;R$ 1.932,84;664;R$ 1.640,00;60;PA;F;Ativo;0;0;NAO
C0035993;TG55WD3F48D;12/09/2025;Cartão;Site;R$ 1.101,26;12;4,79;R$ 1.540,73;686;R$ 2.740,00;41;SP;M;Ativo;0;0;NAO
C0022431;WYFDDWS4MCX;29/06/2025;Empréstimo Pessoal;Site;R$ 779,56;12;8,64;R$ 1.829,68;713;R$ 6.370,00;36;PR;F;Ativo;0;0;NAO
C0010622;CWFJD5G6HC9;10/10/2025;Empréstimo Pessoal;Loja;R$ 336,44;12;5,22;R$ 757,74;708;R$ 4.790,00;21;RS;F;Quitado;0;0;NAO
C0036087;FDV2QCZGFU3;23/10/2025;Empréstimo Pessoal;App;R$ 1.096,75;18;8,93;R$ 1.566,58;671;;50;PR;M;Ativo;0;0;NAO
C0020580;ENZ9695ZGF8;09/08/2025;CDC;App;R$ 2.233,75;12;7,74;R$ 3.131,91;697;R$ 2.220,00;59;SP;F;Cancelado;0;0;NAO
C0017617;ZV2QLFABBJP;20/07/2025;Crediário;Site;R$ 713,97;6;14,29;R$ 1.314,81;575;R$ 4.160,00;28;SC;F;Ativo;0;0;NAO
C0034570;UD9YELTLGNX;20/09/2025;Empréstimo Pessoal;App;R$ 649,18;6;5,06;R$ 1.154,29;755;R$ 1.360,00;65;DF;F;Ativo;0;0;NAO
C0025391;W6CDFS8DVJ4;17/08/2025;Empréstimo Pessoal;Site;R$ 1.309,41;9;7,08;R$ 3.005,91;671;R$ 1.840,00;52;DF;F;Ativo;1;1;SIM
C0005009;JUBGPN5T52P;10/08/2025;Empréstimo Pessoal;Site;R$ 600,46;10;10,60;R$ 773,30;584;R$ 4.890,00;21;SC;F;Ativo;0;0;NAO
C0024213;QPWZPVWLK36;04/11/2025;Cartão;Site;R$ 597,44;6;4,97;R$ 1.279,98;722;R$ 3.470,00;58;RJ;F;Ativo;0;0;NAO
C0039759;67FVPE6MYTB;27/09/2025;Empréstimo Pessoal;App;R$ 514,24;12;2,62;R$ 999,92;747;R$ 3.250,00;54;MG;M;Cancelado;0;0;NAO
C0006206;M6N8T7WP7JN;23/07/2025;CDC;Parceiro;R$ 1.610,88;12;6,33;R$ 2.848,94;711;R$ 2.400,00;45;CE;F;Ativo;0;1;SIM
C0011870;C6AWMVVWU8S;03/08/2025;CDC;App;R$ 388,46;18;8,80;R$ 450,99;693;R$ 1.570,00;57;PE;M;Ativo;0;0;NAO
C0002865;5RF7JEEMZNQ;16/08/2025;Crediário;Site;R$ 555,05;12;11,02;R$ 652,65;646;R$ 1.820,00;46;RS;M;Ativo;0;0;NAO
C0012951;6RT9YWHMCSJ;16/08/2025;Empréstimo Pessoal;Site;R$ 1.116,63;6;10,83;R$ 1.132,12;627;R$ 2.160,00;65;DF;F;Quitado;0;0;SIM
C0034263;5NUJHT59RUJ;08/08/2025;Cartão;Parceiro;R$ 447,98;18;14,46;R$ 962,55;448;R$ 3.110,00;34;PA;F;Ativo;0;1;SIM
C0018469;NA28QK4K3FA;12/08/2025;Empréstimo Pessoal;App;R$ 309,23;24;8,68;R$ 516,06;641;R$ 3.280,00;43;DF;M;Ativo;0;0;NAO
C0014883;BJEWDPBSF2Q;19/07/2025;Empréstimo Pessoal;App;R$ 557,10;3;9,23;R$ 690,35;569;R$ 2.770,00;21;RJ;M;Quitado;0;0;SIM
C0013592;9WZXR7KMZSN;21/07/2025;Crediário;Site;R$ 420,55;12;14,57;R$ 456,32;525;R$ 3.860,00;43;PA;F;Quitado;1;1;SIM
C0005581;2NMTVG75KHC;27/06/2025;Empréstimo Pessoal;App;R$ 538,44;6;12,94;R$ 1.106,95;553;R$ 4.730,00;58;MG;M;Ativo;0;0;NAO
C0022534;CRLMM56PSHC;15/09/2025;Cartão;Loja;R$ 491,98;18;9,85;R$ 637,87;639;R$ 1.900,00;35;MG;M;Ativo;0;0;NAO
C0041143;F936XTYAZL8;06/06/2025;Cartão;Site;R$ 1.077,31;18;12,33;R$ 1.924,93;559;R$ 4.160,00;32;RS;F;Quitado;0;0;NAO
C0016254;CKR8WS99TMM;16/07/2025;Empréstimo Pessoal;Site;R$ 384,05;24;9,15;R$ 795,61;699;R$ 1.720,00;27;RJ;F;Quitado;0;0;NAO
C0026035;NJFN9V5H38Y;18/09/2025;Empréstimo Pessoal;Loja;R$ 513,18;12;6,96;R$ 715,58;650;;48;RJ;M;Quitado;0;0;NAO
C0005328;WZ2HW3PNWUJ;30/08/2025;Empréstimo Pessoal;Site;R$ 839,86;6;12,36;R$ 1.549,02;663;R$ 3.490,00;59;DF;M;Cancelado;0;0;NAO
C0042180;M6J73BFLQTJ;01/07/2025;Empréstimo Pessoal;Loja;R$ 349,45;10;4,51;R$ 585,02;796;R$ 3.140,00;22;SP;M;Ativo;0;0;NAO
C0051544;D696AXBV4TE;06/12/2025;Cartão;Site;R$ 1.580,80;6;6,70;R$ 3.346,55;630;R$ 2.510,00;22;RJ;M;Ativo;0;0;NAO
C0045099;3KPHXKBATSE;21/07/2025;Cartão;Parceiro;R$ 536,03;18;9,30;R$ 1.255,19;633;R$ 600,00;47;MG;M;Ativo;0;0;NAO
C0041374;WLMMZQY7FFM;04/09/2025;Cartão;App;R$ 741,22;6;9,95;R$ 1.132,82;;R$ 0,00;32;SP;M;Ativo;0;0;NAO
C0044854;NUMWEPW2A59;06/07/2025;Empréstimo Pessoal;App;R$ 744,07;18;7,57;R$ 1.351,34;738;;58;PR;M;Cancelado;0;0;NAO
C0009993;SCNT4JH5TZ7;20/11/2025;Empréstimo Pessoal;App;R$ 813,47;3;5,72;R$ 1.516,80;780;R$ 1.990,00;48;PR;F;Quitado;0;0;NAO
C0005898;BDTGMMRYQ5R;01/08/2025;Empréstimo Pessoal;Site;R$ 1.015,96;10;12,47;R$ 1.769,44;568;R$ 3.160,00;50;CE;M;Ativo;0;1;SIM
C0006099;DKXYJLL6UDF;07/10/2025;CDC;App;R$ 1.694,13;24;11,31;R$ 2.465,94;567;R$ 2.840,00;40;DF;M;Ativo;0;0;NAO
C0041367;NNBXUR6BPEM;05/07/2025;Cartão;Parceiro;R$ 295,77;9;2,50;R$ 506,46;865;R$ 2.650,00;35;CE;F;Ativo;0;0;NAO
C0026099;NWVXF7UNZRN;30/09/2025;CDC;Loja;R$ 1.084,54;12;8,59;R$ 1.950,66;642;R$ 1.630,00;57;MG;M;Ativo;0;0;NAO
C0011938;XQQDHC78D5X;11/09/2025;Empréstimo Pessoal;App;R$ 2.213,96;6;14,96;R$ 2.521,92;;R$ 1.880,00;46;RS;F;Quitado;0;1;SIM
C0008384;5A7GGTSFT3R;21/11/2025;CDC;Site;R$ 3.310,59;18;7,33;R$ 4.599,66;619;;53;SP;M;Ativo;0;0;NAO
C0043243;2SGLVX3LJFP;25/07/2025;Crediário;Site;R$ 2.003,51;6;12,75;R$ 2.512,66;568;R$ 4.250,00;61;MG;F;Ativo;0;0;NAO
C0020376;4MWSERPXMJS;12/08/2025;Empréstimo Pessoal;Loja;R$ 949,64;3;13,82;R$ 1.199,66;621;R$ 1.990,00;26;MG;M;Ativo;0;0;NAO
C0048323;YLJ9J2P7BU4;16/11/2025;Crediário;Parceiro;R$ 2.112,65;18;14,94;R$ 2.470,52;541;R$ 1.930,00;26;MG;M;Quitado;0;1;SIM
C0050414;JZAX6KQQE66;08/06/2025;Crediário;Site;R$ 457,88;9;6,38;R$ 802,34;783;R$ 0,00;31;SP;M;Ativo;0;0;NAO
C0029555;KWWDLKNYS5K;21/08/2025;Cartão;Loja;R$ 1.619,39;12;12,76;R$ 2.526,60;614;R$ 4.040,00;57;SP;F;Ativo;0;0;NAO
C0010867;MBL9ZX5UCXE;11/10/2025;Empréstimo Pessoal;Site;R$ 149,89;3;9,50;R$ 289,72;601;R$ 2.160,00;63;SP;F;Quitado;0;0;NAO
C0031500;Q5CSKACN5T7;10/09/2025;Crediário;App;R$ 565,43;24;6,18;R$ 954,32;695;R$ 0,00;49;SP;M;Ativo;0;0;NAO
C0050499;6VE9K84GWGG;12/10/2025;Empréstimo Pessoal;Parceiro;R$ 1.528,46;18;11,10;R$ 3.598,87;622;R$ 3.150,00;54;PA;M;Quitado;0;0;NAO
C0049027;RPCQETJ82JP;17/09/2025;Crediário;Parceiro;R$ 965,33;12;7,68;R$ 1.739,70;662;R$ 990,00;28;SP;F;Ativo;0;0;NAO
C0010908;QYGZTEWFSKA;23/10/2025;Cartão;Loja;R$ 860,85;9;2,50;R$ 1.914,17;819;R$ 4.500,00;44;MG;M;Ativo;0;0;NAO
C0021688;35F2S6E8U3N;26/09/2025;CDC;App;R$ 1.072,93;12;8,32;R$ 1.627,12;674;R$ 1.940,00;30;CE;M;Ativo;0;0;NAO
C0028699;ZQEHCQLDJWT;27/08/2025;Empréstimo Pessoal;Site;R$ 1.044,16;18;10,44;R$ 1.905,97;586;R$ 3.040,00;53;SP;F;Ativo;0;0;NAO
C0006867;DEF7ULGXSWY;30/07/2025;CDC;Parceiro;R$ 1.309,78;6;13,76;R$ 2.709,67;459;R$ 2.760,00;42;RJ;M;Ativo;0;0;SIM
C0043540;H8Z3TSKTJQB;21/09/2025;Cartão;Parceiro;R$ 945,38;12;9,79;R$ 1.663,23;602;R$ 1.530,00;46;SP;M;Ativo;0;0;NAO
C0037258;6ZPN2EGUE9V;06/11/2025;Empréstimo Pessoal;App;R$ 1.857,07;12;6,20;R$ 3.830,44;758;R$ 2.190,00;42;MG;M;Quitado;0;0;NAO
C0049054;DJ74UU4NDWC;02/12/2025;Empréstimo Pessoal;Loja;R$ 602,66;3;10,80;R$ 1.382,33;615;R$ 2.140,00;51;MG;M;Quitado;0;0;NAO
C0039294;LEY33EXD2DF;02/10/2025;Cartão;Loja;R$ 618,03;9;10,75;R$ 684,33;623;R$ 3.320,00;66;PR;F;Cancelado;0;0;NAO
C0049589;BWEAS4RE3ER;13/08/2025;Cartão;App;R$ 623,71;12;7,66;R$ 1.020,95;717;R$ 5.760,00;45;RS;M;Cancelado;0;0;NAO
C0036895;22L86L25JWX;24/06/2025;Empréstimo Pessoal;Site;R$ 1.026,70;6;13,37;R$ 1.910,79;621;R$ 1.660,00;18;MG;F;Ativo;0;0;NAO
C0023459;8HZ38CYWYM8;20/08/2025;Crediário;App;R$ 923,69;3;3,76;R$ 950,08;724;R$ 5.070,00;46;SP;F;Ativo;0;0;NAO
C0039327;ZH5UM2JZNNM;17/09/2025;Empréstimo Pessoal;App;R$ 790,06;10;12,53;R$ 1.147,54;511;R$ 4.680,00;18;SP;F;Ativo;1;1;SIM
C0043519;B6LGP5NXWUK;05/10/2025;Cartão;Loja;R$ 599,35;10;13,20;R$ 1.341,28;528;;51;PR;M;Ativo;0;0;SIM
C0042287;6G2BPNX6BHF;05/08/2025;Empréstimo Pessoal;Site;R$ 718,63;18;11,22;R$ 1.080,50;713;R$ 900,00;37;SP;F;Ativo;0;0;NAO
C0013365;EG87DGUJFK9;30/10/2025;Empréstimo Pessoal;Parceiro;R$ 614,26;6;9,56;R$ 647,32;619;R$ 2.030,00;55;PE;F;Ativo;0;0;SIM
C0010514;DEG5CXN4V24;25/09/2025;CDC;Site;R$ 442,73;6;9,91;R$ 765,93;703;R$ 3.010,00;38;SP;M;Ativo;0;1;SIM
C0015969;9RZCHVKDRZA;12/11/2025;Crediário;Site;R$ 587,51;10;13,20;R$ 1.127,41;;R$ 1.960,00;41;PR;M;Cancelado;0;0;SIM
C0017422;UQAN3DBA7RU;03/08/2025;Empréstimo Pessoal;Site;R$ 1.546,85;10;5,06;R$ 2.275,34;721;R$ 1.120,00;43;SP;F;Cancelado;0;0;NAO
C0027417;F3SA4HHA77D;29/10/2025;Empréstimo Pessoal;Parceiro;R$ 1.038,14;9;6,08;R$ 2.447,35;732;;40;SP;M;Cancelado;0;0;NAO
C0001837;ADLZYCBWM3K;29/08/2025;Crediário;Loja;R$ 1.507,80;10;14,64;R$ 2.767,08;461;R$ 2.460,00;52;SP;F;Ativo;0;1;SIM
C0026048;9RDPVZY6KFA;13/09/2025;CDC;Parceiro;R$ 1.425,29;6;2,50;R$ 1.797,58;847;;55;RS;F;Ativo;0;0;NAO
C0037432;LBM8L2H55ES;07/09/2025;CDC;Site;R$ 507,72;6;2,50;R$ 1.183,32;752;R$ 3.970,00;62;DF;F;Cancelado;0;0;NAO
C0002235;3Z8YHZLLWLA;13/11/2025;CDC;Site;R$ 1.033,34;6;10,96;R$ 1.729,36;524;R$ 3.070,00;48;DF;M;Quitado;0;0;NAO
C0021824;CYANCG43UNM;28/09/2025;Cartão;Site;R$ 448,31;6;7,94;R$ 981,08;613;;47;CE;F;Quitado;0;0;NAO
C0031850;FV5EBV8CLQC;17/10/2025;Crediário;App;R$ 1.277,22;12;13,39;R$ 2.816,72;468;R$ 2.020,00;46;PE;F;Ativo;0;1;SIM
C0007832;SB95Y7JTTK9;25/09/2025;Empréstimo Pessoal;Loja;R$ 838,24;6;10,82;R$ 1.420,35;576;R$ 2.930,00;18;MG;F;Ativo;0;1;SIM
C0001006;TQS87JU8Z6P;05/09/2025;Empréstimo Pessoal;Loja;R$ 2.412,54;6;9,76;R$ 3.700,96;632;R$ 4.290,00;44;SP;F;Ativo;0;0;NAO
C0048565;KS4RXSRXMZL;20/07/2025;Empréstimo Pessoal;Loja;R$ 533,74;24;9,84;R$ 741,06;686;R$ 3.050,00;33;MG;M;Quitado;0;0;NAO
C0021337;BXPF4NUKH9N;28/09/2025;Crediário;Parceiro;R$ 261,19;12;7,72;R$ 607,27;655;R$ 3.100,00;31;DF;F;Cancelado;0;1;SIM
C0031238;CRVSN34SARZ;10/07/2025;Empréstimo Pessoal;Parceiro;R$ 966,05;3;10,35;R$ 1.455,58;574;R$ 2.170,00;22;DF;F;Ativo;0;0;NAO
C0051806;R273HANVZT8;23/08/2025;CDC;App;R$ 364,07;9;7,22;R$ 810,72;644;R$ 1.870,00;32;CE;F;Ativo;0;0;NAO
C0023310;TP3VNRH6XDQ;27/10/2025;Crediário;Site;R$ 428,95;18;7,84;R$ 752,63;627;R$ 6.150,00;47;RJ;M;Ativo;0;0;NAO
C0024221;BRMUC9JHXSQ;24/07/2025;Cartão;Loja;R$ 1.379,77;6;6,97;R$ 1.719,14;628;R$ 4.570,00;25;PE;M;Ativo;0;0;NAO
C0020886;4HEBK65B9ME;05/10/2025;Cartão;Site;R$ 767,25;3;4,07;R$ 1.088,01;791;R$ 2.240,00;64;CE;M;Quitado;0;0;NAO
C0007968;Y7KX38H3H8T;05/07/2025;Crediário;Loja;R$ 798,17;18;5,14;R$ 1.261,93;813;R$ 3.190,00;34;RS;F;Cancelado;0;0;NAO
C0012434;NWZTA4Q4JVH;03/08/2025;Cartão;App;R$ 1.125,13;18;5,46;R$ 1.194,35;818;R$ 1.450,00;30;RS;F;Ativo;0;0;NAO
C0014048;84PTYYEJR6D;12/11/2025;Crediário;Loja;R$ 1.006,57;9;6,10;R$ 1.773,66;756;R$ 2.410,00;37;SP;M;Cancelado;0;0;NAO
C0048397;9Y87E5LDNLH;02/07/2025;Empréstimo Pessoal;Parceiro;R$ 638,81;6;12,03;R$ 946,18;620;;52;RS;M;Quitado;0;1;SIM
C0017281;LY6D3X96KXG;20/07/2025;CDC;App;R$ 465,70;18;12,12;R$ 637,62;548;;52;MG;M;Ativo;0;0;NAO
C0000763;5B37QK29D88;31/07/2025;Crediário;Site;R$ 642,35;9;7,31;R$ 1.053,91;763;R$ 4.310,00;18;SP;M;Ativo;0;0;NAO
C0011637;2GYT5F9S433;09/10/2025;Crediário;Parceiro;R$ 345,21;10;10,58;R$ 547,21;626;R$ 670,00;21;DF;F;Ativo;0;0;NAO
C0034492;CEUKXNXVVVX;11/10/2025;Empréstimo Pessoal;Loja;R$ 761,72;9;13,30;R$ 1.814,11;641;R$ 1.760,00;46;SP;M;Cancelado;0;0;SIM
C0008377;DGYBZ8CUMW6;21/07/2025;Empréstimo Pessoal;Site;R$ 797,25;18;9,96;R$ 1.878,61;576;R$ 1.790,00;41;RS;F;Ativo;0;0;NAO
C0029177;4A69RJUSA9X;27/09/2025;Empréstimo Pessoal;App;R$ 2.188,71;18;8,89;R$ 4.281,28;619;R$ 1.360,00;20;PR;F;Ativo;0;0;NAO
C0000353;MGNDCZCU2ZQ;15/09/2025;Empréstimo Pessoal;Parceiro;R$ 2.459,90;12;13,23;R$ 4.440,29;532;R$ 4.560,00;48;BA;M;Quitado;0;1;SIM
C0050346;L85P8HUY6ZW;28/08/2025;Crediário;App;R$ 377,32;18;9,84;R$ 485,85;681;R$ 3.980,00;48;SP;M;Cancelado;0;0;NAO
C0048347;EE7AYPUMDUQ;04/07/2025;Empréstimo Pessoal;App;R$ 2.121,74;18;12,59;R$ 3.962,97;602;R$ 2.070,00;18;SP;M;Ativo;0;0;NAO
C0016223;P32PUXRYXLH;16/10/2025;Cartão;App;R$ 294,44;9;11,04;R$ 351,75;518;R$ 1.110,00;59;PE;F;Ativo;0;0;NAO
C0003761;7BR8UKANTCS;22/08/2025;Cartão;App;R$ 581,16;10;5,34;R$ 879,70;671;R$ 2.530,00;49;RS;M;Ativo;0;0;NAO
C0008331;XUDVYSUVHQE;08/08/2025;Cartão;App;R$ 434,43;12;4,21;R$ 1.010,46;725;R$ 2.120,00;18;GO;F;Ativo;0;0;SIM
C0047022;MBZYHXJENUR;21/10/2025;Crediário;Loja;R$ 1.500,18;24;8,72;R$ 2.034,05;618;R$ 2.330,00;30;DF;F;Quitado;0;0;NAO
C0050572;KTDPMKEYRYT;16/10/2025;Empréstimo Pessoal;Loja;R$ 297,95;10;11,37;R$ 562,27;;R$ 1.250,00;62;SP;F;Ativo;0;0;NAO
C0037406;2SYDCQLDHW8;19/08/2025;Empréstimo Pessoal;Parceiro;R$ 463,57;6;13,34;R$ 991,17;534;R$ 2.700,00;23;SP;M;Ativo;0;1;SIM
C0040987;V5YV4CPGJJ8;28/07/2025;CDC;App;R$ 1.350,64;18;12,31;R$ 3.187,36;636;R$ 2.640,00;35;RS;M;Cancelado;0;0;NAO
C0037196;PLGT44TZ94X;04/11/2025;Empréstimo Pessoal;App;R$ 1.948,53;9;16,64;R$ 2.364,36;467;R$ 3.550,00;65;SP;M;Ativo;1;1;SIM
C0042912;H99JZ5HRX43;23/08/2025;Empréstimo Pessoal;Site;R$ 449,20;3;6,65;R$ 770,18;694;R$ 3.040,00;18;SP;M;Ativo;0;0;NAO
C0034939;X9ZPYWYK6WC;03/07/2025;CDC;Loja;R$ 1.367,11;12;11,63;R$ 2.132,17;579;R$ 1.340,00;53;RJ;F;Ativo;0;0;NAO
C0007056;E7RZMY7RGC7;27/11/2025;CDC;App;R$ 598,96;6;9,98;R$ 838,94;631;R$ 2.690,00;41;DF;M;Quitado;0;0;NAO
C0026887;7J7S4Y7AD8E;16/06/2025;Crediário;App;R$ 743,39;18;3,07;R$ 1.360,59;721;R$ 2.380,00;40;SP;M;Cancelado;0;0;NAO
C0007979;UHAD6HUPR5Y;16/11/2025;Empréstimo Pessoal;Site;R$ 472,61;12;4,57;R$ 497,42;741;R$ 5.010,00;37;SP;F;Cancelado;0;0;NAO
C0010351;GUCQFC42MPS;06/10/2025;Crediário;App;R$ 1.250,33;9;15,85;R$ 2.860,52;467;R$ 3.170,00;49;SC;F;Cancelado;0;0;SIM
C0033208;TQH8GN3HM9M;19/08/2025;Empréstimo Pessoal;Site;R$ 239,64;10;6,76;R$ 555,91;662;R$ 2.390,00;39;MG;M;Ativo;0;0;NAO
C0040687;XSU6ZVGQ4RW;28/07/2025;CDC;Parceiro;R$ 1.297,81;3;10,51;R$ 2.218,86;673;R$ 1.510,00;38;SP;M;Cancelado;0;0;NAO
C0004053;ASN6LZDG9N2;12/09/2025;CDC;App;R$ 613,20;18;8,50;R$ 1.336,65;627;R$ 2.660,00;51;PR;M;Ativo;0;0;NAO
C0049070;53VJH8VL3LU;27/08/2025;Empréstimo Pessoal;Site;R$ 433,70;12;10,70;R$ 801,51;583;R$ 1.910,00;34;SP;M;Cancelado;0;0;NAO
C0050257;266PS7Y3FEM;14/06/2025;Empréstimo Pessoal;Loja;R$ 217,16;6;6,21;R$ 306,72;669;R$ 2.430,00;61;PE;M;Ativo;0;1;SIM
C0025307;HBDUVMEPPRB;11/08/2025;CDC;Loja;R$ 440,41;10;15,46;R$ 635,74;466;R$ 3.100,00;69;MG;F;Ativo;1;1;SIM
C0042094;AKLHH5BAEKX;28/09/2025;CDC;Loja;R$ 830,69;6;13,33;R$ 1.806,04;521;R$ 4.950,00;18;BA;M;Cancelado;0;1;SIM
C0022536;5K7JMQ6LR3Z;24/08/2025;Empréstimo Pessoal;Parceiro;R$ 842,79;18;13,07;R$ 1.221,47;552;R$ 2.230,00;42;SP;F;Ativo;0;0;NAO
C0037559;HXM32DTCHMT;20/07/2025;Empréstimo Pessoal;App;R$ 1.162,01;9;10,76;R$ 1.225,68;596;R$ 3.270,00;31;DF;F;Ativo;0;0;NAO
C0014955;PDCJNNUWYQM;15/09/2025;Cartão;Loja;R$ 1.020,91;18;4,14;R$ 1.227,13;725;R$ 1.190,00;26;SP;M;Quitado;0;0;NAO
C0008311;4LNZX6ZY26N;15/06/2025;Empréstimo Pessoal;Loja;R$ 998,26;6;8,37;R$ 1.652,58;664;R$ 1.740,00;34;PA;M;Ativo;0;0;NAO
C0020610;GK2XWHBBRB8;27/10/2025;Crediário;App;R$ 415,03;12;18,00;R$ 416,12;479;R$ 1.660,00;58;SP;F;Ativo;0;0;NAO
C0034323;HYRHSEHNF3P;21/08/2025;Empréstimo Pessoal;Loja;R$ 2.299,48;9;9,64;R$ 2.624,00;681;R$ 1.470,00;54;BA;F;Quitado;0;0;NAO
