cpf;dt_transacao;valor_aposta;modalidade;casa_aposta;canal
YF6UK8RPA95;31/10/2025;R$ 24,04;Esportiva;Estrela;App
SQXS82J5HYR;08/10/2025;R$ 69,16;Esportiva;Sportingbet;Site
JC6QUULJC42;20/09/2025;R$ 56,86;Esportiva;KTO;App
79X794FXEK3;05/04/2025;R$ 171,22;Esportiva;Superbet;App
KP9G6XDQRMA;08/10/2025;R$ 174,04;Cassino;Betano;App
DWE3W5YFG6X;14/07/2025;R$ 171,93;Esportiva;Bet365;App
K7S8T9F2REW;11/06/2025;R$ 5,27;Esportiva;Superbet;Site
K8JP5S2AZF6;02/05/2025;R$ 93,45;Esportiva;Superbet;Site
J4NBQDHUVXN;22/06/2025;R$ 64,47;Esportiva;Estrela;App
CT7BFT2CPLH;07/07/2025;R$ 61,73;Esportiva;Bet365;App
DBM5NN9NX9D;22/05/2025;R$ 109,52;Esportiva;Pixbet;App
P458V44QQPY;03/11/2025;R$ 171,50;Esportiva;Blaze;App
XEZMYXJTS7F;20/07/2025;R$ 26,17;Poker;Bet365;App
Z4E8MN97XAL;19/04/2025;R$ 51,82;Bingo;Estrela;Site
SP586JZTX4Q;06/03/2025;R$ 25,21;Cassino;Bet365;App
FYR8YUF6K3A;31/03/2025;R$ 72,93;Cassino;Betano;Site
LAGBPPMXZTM;03/04/2025;R$ 92,02;Poker;Betano;App
RMXK525LD8G;16/08/2025;R$ 75,82;Esportiva;Betano;Site
J5RUDB2KLP3;23/05/2025;R$ 41,98;Esportiva;Superbet;App
DKATA8TNCMP;29/05/2025;R$ 277,52;Esportiva;Blaze;App
AVC73S96Y3J;07/08/2025;R$ 28,65;Esportiva;Blaze;App
6MUSJBZZFUA;30/06/2025;R$ 21,09;Esportiva;Bet365;Site
CD9JF6JJ42T;30/05/2025;R$ 55,00;Esportiva;Bet365;App
TM3SH8V2HBF;27/06/2025;R$ 18,38;Cassino;Estrela;Site
F5P5VD8PMFX;14/09/2025;R$ 56,44;Esportiva;Superbet;App
MM64X7JB8EZ;22/04/2025;R$ 72,93;Bingo;Blaze;App
DY76WZ6H2D2;22/07/2025;R$ 104,31;Cassino;Bet365;App
RB595ECSH2X;25/08/2025;R$ 93,56;Esportiva;Blaze;App
UGNM7H2ERTF;16/03/2025;R$ 166,68;Esportiva;Estrela;App
U9CNB9D5QN9;07/03/2025;R$ 67,51;Cassino;Bet365;App
M9WH2X32CFF;26/05/2025;R$ 30,47;Bingo;KTO;Site
BJBJ5YBY7UK;17/10/2025;R$ 96,60;Cassino;Pixbet;App
WACH8YBC4SY;24/06/2025;R$ 115,16;Poker;Sportingbet;App
XD3H37FG6H2;10/05/2025;R$ 13,18;Cassino;Pixbet;App
XSUCAVGVA3L;09/03/2025;R$ 28,36;Cassino;Superbet;App
EYHQUJ2J8X8;23/04/2025;R$ 53,65;Esportiva;Blaze;Site
C85MGGKK8A5;20/06/2025;R$ 43,43;Poker;Pixbet;Site
MGP9GVRXTSJ;11/10/2025;R$ 14,99;Cassino;KTO;App
XLVNVZLAD78;20/10/2025;R$ 39,86;Esportiva;Bet365;App
KN9H4ATUH6U;16/12/2025;R$ 16,53;Cassino;Estrela;Site
V8YEB8FHM7D;03/10/2025;R$ 80,35;Cassino;Sportingbet;App
TH49TVQKQR2;03/08/2025;R$ 29,93;Cassino;Superbet;Site
2ADFUQY8F8H;27/07/2025;R$ 26,57;Esportiva;Pixbet;App
76HGKT29RR5;30/07/2025;R$ 33,44;Esportiva;Superbet;App
KAGC9HL54L6;10/12/2025;R$ 80,28;Bingo;Blaze;Site
3ZDH9FD6JTC;01/09/2025;R$ 35,56;Bingo;Estrela;Site
3JJK385H5K5;26/09/2025;R$ 37,98;Esportiva;Blaze;Site
PXD7EN48RRB;12/04/2025;R$ 79,31;Cassino;Estrela;Site
XGWKTYRVB5R;07/07/2025;R$ 31,64;Cassino;Superbet;App
S6SPDQ5N5DW;09/04/2025;R$ 35,36;Cassino;Estrela;App
NGCNVUN9NXX;11/09/2025;R$ 39,26;Cassino;Sportingbet;Site
E55KKYSUE8W;27/09/2025;R$ 36,75;Esportiva;KTO;App
TZTJBW8D639;16/06/2025;R$ 7,32;Esportiva;Sportingbet;App
EPJ65TGKCKF;01/05/2025;R$ 34,48;Poker;Betano;App
P458V44QQPY;15/12/2025;R$ 75,37;Poker;KTO;App
U2UX2YWYX2A;21/03/2025;R$ 32,81;Poker;Betano;App
ZP625X96WUP;22/06/2025;R$ 81,79;Cassino;Blaze;Site
5C7STT3ACSE;19/12/2025;R$ 52,24;Esportiva;Superbet;App
EEPKHRR72FU;16/07/2025;R$ 46,28;Cassino;KTO;App
WHDDQAT2UQF;03/03/2025;R$ 122,69;Poker;Blaze;App
22D4BRHMPUB;24/05/2025;R$ 17,46;Esportiva;Bet365;Site
W35EYJN2UB8;13/04/2025;R$ 67,14;Esportiva;KTO;App
3F425REGH44;17/08/2025;R$ 11,15;Cassino;Pixbet;Site
R2ACHFPFZHK;16/09/2025;R$ 105,28;Cassino;Sportingbet;App
J8AZFDVLXD7;05/12/2025;R$ 166,50;Esportiva;Blaze;App
PL8EZWA3946;26/03/2025;R$ 93,72;Cassino;Superbet;App
YY6ZKQX2KJ6;30/06/2025;R$ 271,75;Cassino;Sportingbet;Site
AWFXKD8G3HB;13/04/2025;R$ 60,64;Bingo;Pixbet;App
P43X36JAX5B;14/03/2025;R$ 22,22;Bingo;Bet365;App
J33E8J8TD5V;11/04/2025;R$ 35,98;Esportiva;Estrela;Site
AW9TWVSW6Y5;24/08/2025;R$ 238,83;Cassino;Superbet;App
47RXJ8F5FP9;02/09/2025;R$ 45,10;Cassino;Bet365;App
9MNEMA36HXZ;15/06/2025;R$ 37,08;Bingo;Blaze;App
X38EUTWY4JB;10/07/2025;R$ 139,91;Esportiva;Superbet;App
WSL7JQGMKU8;25/03/2025;R$ 50,97;Esportiva;Blaze;App
A263J9YC5DT;21/08/2025;R$ 158,32;Esportiva;Estrela;App
P8BKKLGKQUE;01/09/2025;R$ 30,66;Cassino;KTO;App
UV5LB69XZB3;31/05/2025;R$ 12,04;Cassino;Betano;App
YB4XST5N6CJ;15/06/2025;R$ 63,56;Cassino;Sportingbet;Site
7CMQV449ZCD;18/05/2025;R$ 52,30;Poker;Betano;Site
ZD96PHU3CEW;17/09/2025;R$ 54,23;Cassino;Bet365;App
Z4E8MN97XAL;09/08/2025;R$ 122,66;Esportiva;KTO;Site
26TAQ58M5NZ;21/04/2025;R$ 38,43;Cassino;Bet365;Site
QEP4P87DBML;03/12/2025;R$ 50,94;Esportiva;Estrela;App
2W69W6VUPSX;13/10/2025;R$ 80,21;Esportiva;Superbet;App
28DJFRMQC59;02/07/2025;R$ 76,44;Cassino;Superbet;App
WYA6MWRMNHV;12/06/2025;R$ 260,15;Esportiva;Estrela;App
P3DEVQB6A5V;20/06/2025;R$ 55,93;Cassino;Bet365;App
A3NUKCSDHLP;05/04/2025;R$ 171,04;Esportiva;Superbet;App
PWH54ZNP82U;15/07/2025;R$ 31,99;Esportiva;KTO;App
VQ5ER8F4R3T;21/10/2025;R$ 23,41;Bingo;Superbet;App
ZRPMXXHWV8N;02/05/2025;R$ 35,21;Esportiva;Sportingbet;App
PHTNCLAZQVE;27/11/2025;R$ 112,21;Cassino;Sportingbet;Site
7F76EC9CJ6C;12/05/2025;R$ 34,82;Bingo;Estrela;App
2P47KNBPCK9;09/11/2025;R$ 29,56;Cassino;Estrela;App
LZHUQ5PQAGZ;17/04/2025;R$ 92,55;Bingo;Sportingbet;Site
WS2TU6DVHXH;20/07/2025;R$ 97,45;Esportiva;Betano;App
FV3QWSV2DT6;08/03/2025;R$ 54,65;Esportiva;KTO;Site
KKKWZKTRNFB;14/10/2025;R$ 15,45;Esportiva;Bet365;App
JTZJ2XDJFGG;20/08/2025;R$ 36,61;Poker;Estrela;App
ADEQVH5KKU5;07/12/2025;R$ 46,78;Esportiva;Pixbet;App
LFC3B43E58Q;19/05/2025;R$ 51,66;Esportiva;Pixbet;App
C75PDMKB8UX;17/12/2025;R$ 133,93;Esportiva;Blaze;App
394ERQSSYPJ;11/04/2025;R$ 54,39;Cassino;KTO;App
K6PQS8JS8NN;20/03/2025;R$ 75,77;Poker;Estrela;App
6QDQXSYPHVE;19/09/2025;R$ 53,79;Bingo;KTO;App
L77ZF4ME7VS;03/12/2025;R$ 27,39;Cassino;KTO;App
VB57FSP2GNM;27/08/2025;R$ 33,15;Esportiva;KTO;Site
KXGC5GDZTE5;02/09/2025;R$ 46,01;Esportiva;Blaze;App
PCL3STPKVW6;03/11/2025;R$ 272,41;Esportiva;Betano;App
TVEBPSGEKBV;30/10/2025;R$ 15,79;Esportiva;Bet365;Site
LVAZ75LYD7B;20/10/2025;R$ 66,32;Bingo;Bet365;App
CNNYSNKN5SN;13/04/2025;R$ 0,00;Esportiva;Betano;App
Z7GKGK723ND;01/08/2025;R$ 74,47;Esportiva;Blaze;Site
HYSTMX7DY7H;29/10/2025;R$ 30,99;Cassino;Blaze;Site
JAZUUKSVQL8;09/12/2025;R$ 63,06;Cassino;KTO;App
9TX2FEQD89G;18/12/2025;R$ 37,27;Poker;Bet365;App
3UCDSQVNAHX;21/03/2025;R$ 83,69;Esportiva;Bet365;App
5JUYXK75Y69;13/09/2025;R$ 425,42;Esportiva;Sportingbet;App
ENX4KGGKBS5;12/06/2025;R$ 87,44;Esportiva;Sportingbet;App
75W5B4S8C7U;06/05/2025;R$ 29,69;Esportiva;Bet365;App
VP6PLJWQU3W;12/07/2025;R$ 103,72;Esportiva;KTO;App
AHHW3N69KPB;28/03/2025;R$ 142,52;Poker;Estrela;App
KAGNH4S924D;23/04/2025;R$ 147,88;Cassino;Blaze;App
BSV72J4R4FA;11/10/2025;R$ 10,52;Esportiva;Blaze;App
UA74LES4CLP;07/08/2025;R$ 45,08;Esportiva;Pixbet;App
V4CCVQG8VFE;06/06/2025;R$ 200,34;Esportiva;Estrela;App
C75PDMKB8UX;03/06/2025;R$ 12,83;Cassino;KTO;App
RSZHTQM4GTJ;06/03/2025;R$ 70,04;Poker;Sportingbet;App
FBUM9WDNEUP;04/06/2025;R$ 41,43;Esportiva;Pixbet;App
7QUJEM5QW2B;25/04/2025;R$ 12,08;Poker;Betano;App
E58SDW58U84;14/04/2025;R$ 150,72;Poker;Bet365;Site
DWE3W5YFG6X;14/05/2025;R$ 67,35;Bingo;Betano;Site
NZJVJ2P3UBV;10/04/2025;R$ 112,96;Cassino;Estrela;App
NX7RZJTQ25N;11/05/2025;R$ 15,02;Esportiva;Sportingbet;App
EYB9AS9XWYY;17/05/2025;R$ 21,13;Esportiva;Betano;App
A85JAP5ZAL2;13/04/2025;R$ 11,35;Esportiva;Superbet;App
6MTDM9YQ735;26/08/2025;R$ 59,06;Cassino;Sportingbet;App
Y6M7YJG6WDE;23/11/2025;R$ 25,69;Esportiva;Bet365;App
328GFB98GML;17/06/2025;R$ 92,08;Cassino;Sportingbet;App
E7Y76RZ4HTV;17/03/2025;R$ 35,70;Cassino;Sportingbet;Site
J7TLL4KFU9F;07/06/2025;R$ 80,11;Esportiva;Bet365;Site
NFZ3YL9T2S8;28/04/2025;R$ 43,16;Esportiva;Bet365;App
VZ75J2UUEPL;25/07/2025;R$ 100,80;Bingo;Bet365;App
5CEKD5FSDJJ;23/09/2025;R$ 202,16;Cassino;Estrela;App
Q9L46KB3CWR;08/07/2025;R$ 69,75;Esportiva;KTO;App
7Z9HTYWYLBN;29/07/2025;R$ 44,43;Cassino;Bet365;Site
UP8F98JHLZ3;10/06/2025;R$ 212,62;Esportiva;KTO;Site
NCQ53LLSSH5;29/09/2025;R$ 76,06;Esportiva;Sportingbet;Site
SVTN9C4FGVW;17/06/2025;R$ 62,31;Esportiva;Superbet;App
DS8C5K5QVMU;08/12/2025;R$ 124,41;Bingo;Pixbet;Site
QQ4LJSVUR7Q;31/07/2025;R$ 15,42;Esportiva;Blaze;App
QJV6KWS8A9M;02/03/2025;R$ 21,47;Bingo;Pixbet;Site
A84JE446TZZ;12/06/2025;R$ 51,76;Cassino;KTO;App
HRPCXYZV5V3;30/09/2025;R$ 85,87;Cassino;Superbet;Site
J9YTE986YT9;11/06/2025;R$ 11,23;Poker;Betano;App
M5574Q6UJTV;23/08/2025;R$ 27,28;Esportiva;Superbet;App
BCELQPRWMHF;28/11/2025;R$ 23,41;Bingo;Blaze;App
ZDN43A33DMB;01/10/2025;R$ 43,26;Esportiva;Sportingbet;Site
YJHRGSZJGET;05/10/2025;R$ 7,07;Cassino;Superbet;Site
6CFSWC7HHMA;06/12/2025;R$ 12,28;Esportiva;Blaze;App
WSAQJRD8C3H;29/10/2025;R$ 71,99;Esportiva;Pixbet;App
6NTLBP9A9KY;23/06/2025;R$ 39,78;Poker;Bet365;Site
XEDL6QMJGRE;16/06/2025;R$ 191,81;Esportiva;Bet365;App
U59DU272NP5;11/07/2025;R$ 13,23;Esportiva;Sportingbet;App
G5DM4EGXY3N;10/08/2025;R$ 28,39;Esportiva;Betano;App
TYNV8MDQVTV;04/12/2025;R$ 21,82;Cassino;Bet365;Site
Y2W6KUM9CM2;18/08/2025;R$ 21,70;Esportiva;Betano;App
5AWQHM89TQC;10/04/2025;R$ 61,12;Cassino;KTO;App
DY76WZ6H2D2;06/12/2025;R$ 34,34;Esportiva;Estrela;App
96PGHMTU3WE;05/09/2025;R$ 38,75;Esportiva;Bet365;App
GEZX39FRUH3;23/03/2025;R$ 48,39;Esportiva;Betano;Site
2B6QEAN7VRS;27/10/2025;R$ 18,26;Poker;KTO;App
RPMYEZG64AC;03/10/2025;R$ 207,04;Esportiva;Superbet;App
SMU3DUMRHCN;09/12/2025;R$ 82,26;Esportiva;Betano;App
VUYADCN47WC;03/07/2025;R$ 32,29;Esportiva;Superbet;App
GR7EES4FBKG;18/09/2025;R$ 49,66;Esportiva;KTO;Site
Q6TXXZRNP8D;15/11/2025;R$ 29,23;Esportiva;Sportingbet;App
4375HCZ2WK9;30/04/2025;R$ 24,46;Cassino;KTO;App
8RY9GF3LFGY;23/06/2025;R$ 34,98;Poker;Pixbet;App
VRL4NYZPD75;05/05/2025;R$ 12,20;Cassino;KTO;Site
79ED99HSR45;09/07/2025;R$ 16,93;Esportiva;Sportingbet;App
EC3UM6FERJH;09/09/2025;R$ 63,62;Esportiva;Bet365;App
8QLZ9HZUGBW;13/08/2025;R$ 106,86;Esportiva;KTO;App
GCJDKKR8KN5;06/09/2025;R$ 41,81;Cassino;Superbet;Site
2GRC23JUDEU;18/09/2025;R$ 11,47;Esportiva;Estrela;App
7NRGGKF3HXH;10/06/2025;R$ 101,27;Bingo;Bet365;App
H9WWCSPVNVC;14/07/2025;R$ 106,11;Cassino;Estrela;App
4FAECTVLVVY;06/12/2025;R$ 11,93;Esportiva;Blaze;Site
RSHV3W4A36T;12/07/2025;R$ 102,07;Esportiva;Blaze;App
ZCDD6S9T7SF;25/11/2025;R$ 38,50;Esportiva;KTO;App
7KAJTMJ7TXZ;21/11/2025;R$ 108,63;Cassino;Bet365;App
TGPB8R2Y3PP;29/06/2025;R$ 41,23;Cassino;Estrela;App
9LT7B5K6VZG;12/03/2025;R$ 12,98;Cassino;Superbet;Site
C75PDMKB8UX;04/06/2025;R$ 198,93;Esportiva;KTO;App
A33NYXH2AMR;27/05/2025;R$ 132,18;Cassino;Sportingbet;Site
EFNM4YVKC3Q;14/05/2025;R$ 54,05;Bingo;Blaze;App
X2GR2S3XFG3;11/11/2025;R$ 119,02;Esportiva;Blaze;Site
VCW45GF26KF;27/08/2025;R$ 53,41;Esportiva;Estrela;Site
ZJV4YR4VXR5;01/04/2025;R$ 89,34;Cassino;Pixbet;App
L5XPJPTBE55;18/05/2025;R$ 27,14;Poker;Estrela;App
3QHYUM7SGZQ;17/09/2025;R$ 34,00;Esportiva;Estrela;App
MN2675AVQQF;28/05/2025;R$ 20,97;Esportiva;Betano;App
3NWQ9EUM38M;11/04/2025;R$ 160,20;Cassino;Sportingbet;Site
R7E8VPCC4N2;05/08/2025;R$ 0,00;Bingo;Superbet;Site
RLGWBQP6LRV;30/05/2025;R$ 43,16;Cassino;Pixbet;App
5UY4CCQBGC3;16/04/2025;R$ 207,25;Esportiva;Superbet;App
KHTRRLAAJB6;10/06/2025;R$ 32,14;Cassino;Blaze;App
RMF83SZLVDV;16/04/2025;R$ 11,52;Esportiva;KTO;App
3SV3C7D6UL6;22/04/2025;R$ 14,89;Poker;Estrela;App
WQ369RERXCK;02/07/2025;R$ 26,83;Cassino;Blaze;App
D5U4LED669S;11/07/2025;R$ 154,34;Poker;Estrela;App
EC3UM6FERJH;01/04/2025;R$ 145,42;Esportiva;KTO;App
8LJQHX9E492;29/04/2025;R$ 105,13;Cassino;Sportingbet;Site
882E4BQ369E;23/11/2025;R$ 18,34;Cassino;Pixbet;Site
KKFXHLUQHN7;21/08/2025;R$ 15,16;Esportiva;Sportingbet;App
J2YVSEU2S9X;10/03/2025;R$ 31,55;Esportiva;Pixbet;App
FV3QWSV2DT6;24/07/2025;R$ 18,21;Cassino;KTO;App
8LYHRR4BD5N;14/09/2025;R$ 20,74;Cassino;Superbet;App
F2RPTT23CX5;08/04/2025;R$ 47,20;Poker;Blaze;App
7K3ZUM7HYML;15/12/2025;R$ 60,75;Poker;KTO;App
LY6BSW9S623;28/04/2025;R$ 38,52;Cassino;Estrela;App
KEW94QW7XW2;19/08/2025;R$ 35,73;Esportiva;Bet365;Site
WJR3X8DF27G;16/09/2025;R$ 117,26;Esportiva;Sportingbet;Site
778339KV8D7;31/07/2025;R$ 127,41;Bingo;KTO;App
KLLDQNSEMEY;04/10/2025;R$ 53,09;Esportiva;Pixbet;App
D2HW3T6PBWN;25/03/2025;R$ 57,02;Esportiva;Estrela;Site
RZVARJ69V5U;18/10/2025;R$ 80,47;Esportiva;Bet365;App
QYGZTEWFSKA;26/04/2025;R$ 133,49;Esportiva;Betano;App
VKV2A5ADZV9;14/09/2025;R$ 77,69;Poker;Pixbet;App
QC9R969TPZC;06/06/2025;R$ -24,67;Esportiva;KTO;Site
DLW9YQ67TAK;04/09/2025;R$ 24,91;Esportiva;Sportingbet;App
DS5CDHQG752;17/11/2025;R$ 58,63;Esportiva;Superbet;App
SVTN9C4FGVW;15/06/2025;R$ 85,04;Poker;Blaze;App
P8BKKLGKQUE;29/05/2025;R$ 52,27;Esportiva;Superbet;App
BQ9KFJLMC86;06/12/2025;R$ 39,51;Esportiva;KTO;App
ESU5F7J8SJU;27/09/2025;R$ 15,86;Esportiva;Sportingbet;App
LAGBPPMXZTM;14/03/2025;R$ 157,72;Cassino;Bet365;App
CFT4H236CU9;10/07/2025;R$ 9,72;Cassino;Bet365;Site
TFH84TECQEE;29/11/2025;R$ 33,34;Cassino;KTO;App
G8YHLLSL3GE;27/07/2025;R$ 69,10;Bingo;Superbet;App
ZVC9BM98UJJ;05/09/2025;R$ 114,37;Bingo;Betano;App
DVYVABX5FBN;10/03/2025;R$ 85,33;Esportiva;Pixbet;Site
PH6PANPH6RM;28/05/2025;R$ 74,38;Cassino;Bet365;App
7UMKAERWZG9;24/03/2025;R$ 134,75;Esportiva;KTO;App
53YS94K3U7M;07/05/2025;R$ 59,69;Esportiva;Betano;Site
F9XRV67RJPS;13/10/2025;R$ 46,63;Esportiva;Sportingbet;App
QS9K83ZBBLC;07/12/2025;R$ 96,47;Esportiva;Estrela;App
KM3JKSQWG6Q;22/06/2025;R$ 44,75;Cassino;Betano;App
RFJ2J2XQETY;24/07/2025;R$ 114,45;Bingo;KTO;App
RPDKRRHDGKH;13/04/2025;R$ 41,28;Esportiva;Superbet;App
E58SDW58U84;19/04/2025;R$ 25,58;Cassino;Bet365;App
ZKLD5YNLT5K;05/10/2025;R$ 28,79;Cassino;KTO;Site
ZCYXKPPD4DM;18/11/2025;R$ 22,63;Esportiva;KTO;App
R5C2DWCD5CL;21/11/2025;R$ 12,95;Cassino;Superbet;App
DWE3W5YFG6X;08/05/2025;R$ 210,71;Esportiva;Pixbet;App
S3J4M7SWG9G;27/05/2025;R$ 51,32;Esportiva;Sportingbet;App
EYAT7LGUJ65;03/08/2025;R$ 93,73;Cassino;Estrela;App
63PH3UHKG9Y;10/03/2025;R$ 25,03;Cassino;Estrela;App
N8XYUL7A5W2;03/08/2025;R$ 11,71;Esportiva;Superbet;App
YSVAXZ5G22T;23/05/2025;R$ 120,63;Bingo;KTO;App
KSSJKTAENAC;22/04/2025;R$ 118,77;Cassino;Estrela;App
EFNM4YVKC3Q;07/08/2025;R$ 86,69;Esportiva;Blaze;App
R49CYLPGZ5M;14/03/2025;R$ 98,93;Esportiva;Sportingbet;App
GGQ85UTZYY5;01/08/2025;R$ 38,23;Esportiva;Superbet;App
UW3YK7NYQSU;30/10/2025;R$ 21,93;Esportiva;Estrela;App
EYU68537MTC;08/03/2025;R$ 92,96;Esportiva;Betano;App
L7827V7S3QZ;02/08/2025;R$ 217,39;Poker;Bet365;Site
D3PCRGMLZ5E;15/11/2025;R$ 21,71;Poker;Estrela;Site
4ZFM3THZX6S;28/03/2025;R$ 55,28;Esportiva;Sportingbet;Site
BJQ7BB9KTTS;05/03/2025;R$ 32,42;Esportiva;Blaze;App
RCHJ7PT9C26;28/07/2025;R$ 264,44;Esportiva;KTO;App
QLXJJH7MW6E;23/10/2025;R$ 90,93;Cassino;Blaze;App
VD2Y9DYBCQ8;29/07/2025;R$ 16,98;Esportiva;Superbet;Site
FPHWEHX289Y;06/12/2025;R$ 46,65;Esportiva;KTO;App
XKF2L8DEMNU;27/09/2025;R$ 48,54;Esportiva;Sportingbet;Site
FDNJAH42KJK;27/06/2025;R$ 76,91;Cassino;Bet365;App
WFMD3PVTBJD;10/06/2025;R$ 33,09;Esportiva;Betano;Site
9WPP37C7P3B;09/06/2025;R$ 18,77;Cassino;KTO;App
W658WHH7Y2S;23/05/2025;R$ 33,75;Cassino;Betano;App
GB5PG4RYC8L;16/07/2025;R$ 92,56;Esportiva;KTO;App
YKN69TZWL9C;02/08/2025;R$ 22,91;Bingo;Estrela;App
RSQV3TMK2C3;05/07/2025;R$ 29,11;Esportiva;KTO;App
QK2F6MSF7W2;13/04/2025;R$ 57,11;Esportiva;Sportingbet;App
S5YUSYA5J3G;09/11/2025;R$ 73,63;Esportiva;Pixbet;App
BHWQZHHN3S2;11/03/2025;R$ 16,28;Esportiva;Estrela;Site
RGJFDM9SYUJ;20/03/2025;R$ 92,60;Esportiva;Superbet;App
Y3VNBQDCU72;20/11/2025;R$ 35,32;Esportiva;Bet365;App
NAFNAG6N2QU;05/07/2025;R$ 40,78;Esportiva;Sportingbet;App
RAQFFCNBN9F;24/03/2025;R$ 9,24;Cassino;Sportingbet;App
44ZWE7SAL5W;18/11/2025;R$ 35,40;Cassino;Pixbet;App
DGQAS7QMJ36;12/09/2025;R$ 37,08;Cassino;Pixbet;App
8CHQMBL2J5M;30/03/2025;R$ 60,88;Esportiva;Pixbet;Site
HEU8EHRRAHZ;18/12/2025;R$ 91,36;Esportiva;Bet365;App
26BMUFHT6WQ;09/07/2025;R$ 69,54;Esportiva;Blaze;App
4R3S94NASQU;12/06/2025;R$ 29,96;Poker;KTO;Site
UNPUULTK8T4;23/06/2025;R$ 294,13;Esportiva;KTO;App
V4CCVQG8VFE;28/10/2025;R$ 96,42;Esportiva;Bet365;App
N7BLKM2TAXF;04/03/2025;R$ 13,56;Esportiva;KTO;Site
K799NRBYFFR;30/05/2025;R$ 58,15;Esportiva;Betano;App
X46WJHJAZFS;25/09/2025;R$ 28,74;Cassino;KTO;App
56LHSEEQP7L;17/12/2025;R$ 54,97;Poker;Bet365;Site
RPMYEZG64AC;08/07/2025;R$ 89,38;Cassino;Betano;Site
ZSAHYFTPZU5;17/10/2025;R$ 7,46;Poker;Superbet;App
6RJ2G46X6VW;01/11/2025;R$ 6,50;Cassino;Pixbet;Site
GJAV7YQPKEV;07/12/2025;R$ 260,48;Cassino;Blaze;App
ZGPGK9RUZ8R;08/09/2025;R$ 10,23;Bingo;Blaze;App
Y3Y2ZD2NWCP;11/10/2025;R$ 82,63;Esportiva;KTO;Site
RHGQ6LSXDHG;18/08/2025;R$ 38,17;Cassino;Sportingbet;App
Q8KAPE9SLYF;25/03/2025;R$ 38,54;Poker;Betano;Site
37JZS2DY4S5;29/03/2025;R$ 23,28;Cassino;KTO;App
EFHUDXY8MGC;14/06/2025;R$ 26,24;Esportiva;KTO;App
DK3KN6DH5HH;02/09/2025;R$ 23,28;Cassino;Bet365;App
GH2N26D79RS;02/11/2025;R$ 44,38;Cassino;Betano;Site
3MJAH8U6T78;09/03/2025;R$ 8,70;Cassino;Betano;App
ERHHS7L3SHG;26/07/2025;R$ 19,55;Esportiva;Betano;App
K9ASYPAX83C;31/05/2025;R$ 49,90;Cassino;Pixbet;Site
Q9L46KB3CWR;05/04/2025;R$ 143,98;Cassino;Sportingbet;App
JFBGVLPC6R4;07/10/2025;R$ 111,49;Esportiva;KTO;Site
5C7H4NVL4ZL;29/09/2025;R$ 26,39;Poker;Bet365;Site
LJNGU2Z2TAA;06/08/2025;R$ 71,12;Esportiva;Estrela;App
ESLKE253VNC;10/05/2025;R$ 80,76;Poker;Blaze;App
UQGLQ3YGBXV;24/05/2025;R$ 253,75;Esportiva;Blaze;App
FYLYGBXX2Q4;15/03/2025;R$ 67,86;Esportiva;Bet365;App
LR6BHXS5RVH;19/12/2025;R$ 16,70;Cassino;Estrela;Site
B85Q47AUHKW;27/07/2025;R$ 118,80;Esportiva;Pixbet;App
FC3B8H7XA29;26/09/2025;R$ 101,51;Cassino;Blaze;App
WW9KNC4CUZX;01/12/2025;R$ 91,07;Cassino;Superbet;App
7ASAP5WV49V;25/07/2025;R$ 23,65;Esportiva;Pixbet;Site
2C7V8NJ5G7J;04/05/2025;R$ 50,90;Poker;Sportingbet;App
2KT6Q28BGV3;18/06/2025;R$ 20,00;Esportiva;Superbet;Site
WQ369RERXCK;28/09/2025;R$ 41,74;Esportiva;Superbet;Site
T5JJUBQHNEE;17/11/2025;R$ 44,26;Cassino;Sportingbet;App
PL5GNBH9LDS;04/06/2025;R$ 20,14;Esportiva;Blaze;App
BGCVMS5UMLW;15/09/2025;R$ 15,32;Cassino;Betano;App
3M8P2D5R9YZ;13/05/2025;R$ 46,60;Esportiva;KTO;App
RCN9KG5SBN8;02/11/2025;R$ 12,22;Bingo;Blaze;Site
9E3NLL2DHG7;05/09/2025;R$ 52,83;Esportiva;Betano;App
MTKDL4N3YCX;12/04/2025;R$ 66,40;Poker;Betano;Site
8PTTNMG82XW;17/03/2025;R$ 142,28;Esportiva;Bet365;App
5VYRN8ADZKH;10/04/2025;R$ 194,30;Cassino;Sportingbet;App
66HCS25EN2B;25/03/2025;R$ 19,89;Cassino;Estrela;App
RZ756LAFF2P;06/04/2025;R$ 47,32;Cassino;Betano;Site
6ZXC8CAC84D;27/05/2025;R$ 46,65;Poker;Pixbet;Site
G6ZSSFZG2JY;13/07/2025;R$ 71,28;Bingo;Bet365;Site
E93JEWC33HL;25/08/2025;R$ 14,72;Esportiva;Estrela;App
VVY9LF9NKN3;19/07/2025;R$ 97,06;Esportiva;Sportingbet;Site
MU57UC4K7BD;05/10/2025;R$ 44,95;Poker;Sportingbet;App
LT6WCP2MU9E;29/10/2025;R$ 48,46;Esportiva;Superbet;App
JTU9BP6XT98;11/04/2025;R$ 47,73;Poker;Superbet;App
HF2KLQFHG8V;11/05/2025;R$ -200,31;Esportiva;KTO;App
6U9A6XED2E7;10/12/2025;R$ 19,71;Cassino;Superbet;App
ZK9QM8VBD9V;27/08/2025;R$ 13,84;Esportiva;Bet365;App
3R2EB9JU49U;20/07/2025;R$ 445,74;Poker;Betano;App
DWE3W5YFG6X;26/04/2025;R$ 48,08;Cassino;KTO;App
