cpf;dt_transacao;valor_aposta;modalidade;casa_aposta;canal
ywjtfb4aeh4;2025-06-12;65.59;Poker;KTO;site
7me.exca.xmrr;2025-05-16;61.83;Esportiva;Bet365;App
cys.3u8r.26r4;17/03/2025;28.83;ESPORTIVA;Sportingbet;App
35w.qund.raj9;2025-04-22;22,37;poker;Bet365;Site
drq.4nlx.azah;2025-12-10;33.90;POKER;Pixbet;app
n74.h5ud.2f5q;2025-10-07;91,41;cassino;Pixbet;app
rhmldshkgbe;19/10/2025;112.06;Cassino;Sportingbet;App
6qupq6kyf6y;03/08/2025;14.33;CASSINO;KTO;App
ECA2-6WZD-RC4;17/09/2025;34.99;Esportiva;Bet365;App
lb8.glev.5s57;2025-04-04 00:00:00;-57.64;esportiva;Superbet;app
ycbkcbrd9e7;14/05/2025;112.21;ESPORTIVA;Blaze;app
WLMM-ZQY7-FFM;2025-07-22 00:00:00;37,55;ESPORTIVA;Pixbet;site
6bm.tz8g.ffys;2025-11-07 00:00:00;38,35;ESPORTIVA;Betano;app
RNZJ-X5TJ-TPK;2025-07-26 00:00:00;43.56;POKER;Superbet;site
8vbf3b5qs4k;03-04-2025;62.64;Cassino;Blaze;site
n98.zkbu.lce8;2025-08-15 00:00:00;14.49;Poker;Bet365;App
5wdc5rhs5wq;2025-10-03 00:00:00;44.70;poker;Superbet;app
4r4.g4aw.vfy8;27-11-2025;R$ 24,35;Esportiva;Pixbet;app
F6G7-PD28-WTG;29/10/2025;274.28;esportiva;Betano;App
ww9knc4cuzx;2025-06-07;80.91;esportiva;Pixbet;app
rgx2dpsggam;12/06/2025;25.61;ESPORTIVA;Betano;Site
38t.fd3j.fgm5;06-05-2025;17.59;CASSINO;Superbet;App
yrbzjw8mqkw;28-03-2025;R$ 203,34;ESPORTIVA;Betano;app
d4u.q37x.rw5k;2025-05-21 00:00:00;63.81;ESPORTIVA;Superbet;app
 vq7yfypldnp;2025-09-27 00:00:00;82,75;esportiva;Superbet;app
c9c.r8la.undz;2025-10-16;21.27;bingo;Pixbet;App
2R7Y-RJBD-WCA;12-09-2025;10.29;esportiva;Bet365;app
xwd6dzdzegq;18/06/2025;26.75;Esportiva;Blaze;App
QDC5-HDKP-R24;2025-10-25;28.48;cassino;Blaze;app
TT5F-ZAKF-DU6;2025-10-17 00:00:00;41.83;POKER;Pixbet;app
fkv.64rj.ncn5;2025-11-22 00:00:00;35.81;ESPORTIVA;Blaze;App
d6w.qxe5.rbsc;2025-11-08;290,32;ESPORTIVA;Superbet;App
Y7TN-WMM2-UJP;2025-09-22;71,19;Bingo;Bet365;App
je5mrwv89uq;21/09/2025;148.60;Esportiva;Blaze;app
c43gtx9qyem;17-10-2025;44.00;poker;KTO;Site
LAMM-XJDR-5SK;2025-06-05;30.35;Esportiva;Blaze;site
RLGW-BQP6-LRV;23/07/2025;R$ 108,95;Poker;Blaze;app
8xt.nlw6.uxlt;13-03-2025;60.24;Cassino;Superbet;App
PFTD-23XU-5EE;13/06/2025;-169,03;esportiva;Blaze;App
yt2.9zz3.ky9k;2025-11-21;41.44;CASSINO;KTO;app
vpw.enmr.lqu7;06/11/2025;73,26;Esportiva;Blaze;Site
7xj.y4pu.r5vb;2025-08-26 00:00:00;R$ 76,12;cassino;Pixbet;Site
23RM-SJSX-9MD;19/06/2025;33.29;bingo;Bet365;App
3t8.kc7n.zph3;15/07/2025;19.44;Poker;Betano;site
y6ut7aqc87q;2025-06-06 00:00:00;36.44;Cassino;Betano;App
5QXP-UTRU-LGT;10/05/2025;179.36;Cassino;Sportingbet;App
frx2cquwhmf;2025-09-05 00:00:00;69,63;POKER;Blaze;app
WR7W-EJLP-APH;2025-07-25 00:00:00;160.73;CASSINO;Superbet;App
fbwxqsc7gym;01/09/2025;240.56;Cassino;Bet365;App
e45.swed.tpx4;08-08-2025;58,67;esportiva;Sportingbet;site
2sd.62pg.tcgp;11/07/2025;66,67;POKER;Estrela;App
9cw.7l6k.tg4d;09/07/2025;177,77;esportiva;Bet365;App
A2JT-GL5A-NL8;24-09-2025;55.25;cassino;Sportingbet;app
cjg.6yp4.budg;27/05/2025;R$ 142,16;ESPORTIVA;Sportingbet;App
9v5.832z.lggs;23-05-2025;28.53;Poker;Pixbet;App
py4.8tgf.rjnm;10-11-2025;11.94;Esportiva;KTO;App
DP88-VZ3S-WQ8;19/11/2025;32.76;Esportiva;KTO;Site
hg8.mmmy.up4f;2025-05-13 00:00:00;95.17;Poker;Pixbet;site
xrd.yx5e.bk3d;2025-06-20;R$ 52,60;Bingo;Pixbet;site
7697-G4JD-9UU;02/03/2025;30.43;Esportiva;Bet365;site
5v63ve9hhec;04/10/2025;80.41;ESPORTIVA;Betano;Site
xjqtufeuw4s;2025-09-26;81.44;Esportiva;Bet365;app
vz75j2uuepl;2025-07-15 00:00:00;198.66;esportiva;Sportingbet;App
rh7kmvpzvz4;2025-05-04 00:00:00;27,62;Bingo;Betano;App
5WEM-KDM4-8QA;2025-10-06 00:00:00;39.81;Cassino;KTO;site
74LD-SPEN-7E6;23-05-2025;62.29;POKER;Blaze;app
 DKJJ-DNWM-VC5;2025-07-24 00:00:00;119.67;cassino;Blaze;site
2ub5ge4faea;2025-10-20 00:00:00;50.33;Poker;Pixbet;App
8lj.qhx9.e492;25-11-2025;39,07;ESPORTIVA;Bet365;App
s224nt4bvnl;2025-10-23 00:00:00;72.70;POKER;Bet365;app
e8m.dhas.unzr;2025-04-05;35.90;Poker;Pixbet;site
g7aedp58gmb;2025-10-19;167.90;Cassino;Sportingbet;app
6WDV-K44L-PGC;26-10-2025;6.91;Cassino;Blaze;site
e4v92ak4mqn;2025-11-13;67,03;Poker;Blaze;app
qxk.lq5v.7b5b;16/03/2025;27.33;bingo;Superbet;app
zsek3r5e269;2025-08-14;129,27;bingo;KTO;Site
ffa.wpge.cwxw;17-03-2025;73,99;CASSINO;Superbet;app
dn9u6q7t4th;02/05/2025;173.43;Cassino;KTO;App
u5j.w33u.n8x2;02/09/2025;70,60;ESPORTIVA;Betano;app
 289wbscpt3x;05/03/2025;R$ 79,53;esportiva;Sportingbet;site
UEY2-C8M7-6K8;20-09-2025;124.56;cassino;Bet365;Site
4gu.sfru.dgpx;2025-06-26 00:00:00;63.06;Esportiva;Betano;App
dw9.wcnp.35fx;2025-10-25;10.18;Esportiva;Betano;App
6nke7n4l85k;04-07-2025;21,99;ESPORTIVA;Sportingbet;app
85f.flg2.jh8l;05/09/2025;96.82;Bingo;Pixbet;site
2gzwhmuabgw;09/06/2025;59.31;poker;Bet365;App
qs9k83zbblc;2025-11-17 00:00:00;102.67;POKER;KTO;app
7gc.cgup.4m39;12/05/2025;112.76;esportiva;Betano;site
8YBE-5QDE-WPT;2025-11-25;61.89;poker;Sportingbet;App
wr7.wejl.paph;19/05/2025;98.48;BINGO;Sportingbet;app
85f.flg2.jh8l;2025-08-02;69.07;Bingo;KTO;site
7u6m6gysu9l;2025-11-04 00:00:00;16.93;CASSINO;Superbet;Site
fhvlw7jdkeh;09/04/2025;110.44;ESPORTIVA;Superbet;site
lg3zkyw8ngn;2025-04-08 00:00:00;R$ 257,84;Esportiva;Pixbet;App
 r4u6mzblawz;2025-10-22 00:00:00;37.78;Esportiva;KTO;Site
s5t.bk9v.5u9v;24/03/2025;51.66;Cassino;Pixbet;App
JY5Q-S2XH-HAT;20-08-2025;56.02;ESPORTIVA;Superbet;app
ded.bc3k.qgmx;28-05-2025;65.20;Cassino;Bet365;App
dgn.jaz9.eydy;27-09-2025;316,43;poker;Pixbet;App
fhfahbrrgly;06/08/2025;120.07;ESPORTIVA;Superbet;app
9JXF-PNWX-BY2;2025-08-25;102.99;cassino;Bet365;app
ygx.77py.4x7n;08-06-2025;50,23;esportiva;Betano;Site
qqu.mfxa.znrq;2025-04-12 00:00:00;125.14;Esportiva;Blaze;Site
z43f64h9slh;05-11-2025;69.18;esportiva;Sportingbet;App
6q9j8l9sa8g;2025-05-29 00:00:00;42.60;esportiva;Bet365;app
69e6zd9gk5t;2025-11-29;17.35;Esportiva;Sportingbet;App
fn6.38fn.artg;2025-08-01 00:00:00;149,44;poker;Sportingbet;Site
9b5.xywl.3z7a;2025-05-22;9.19;BINGO;KTO;Site
bcc.pljq.psex;2025-03-22;82.38;Bingo;Betano;App
rdv538rtwdg;2025-08-02;28.80;Bingo;Pixbet;site
xj5jjpsv5qm;02/05/2025;60.40;ESPORTIVA;Blaze;Site
km3jksqwg6q;04/10/2025;119.99;ESPORTIVA;Estrela;app
c75pdmkb8ux;2025-06-25;337.52;bingo;Pixbet;app
5ct.x6zy.8aag;07/11/2025;74.05;esportiva;Estrela;App
R89U-XJ4X-6J3;22/10/2025;R$ 82,02;cassino;Bet365;Site
7v9.2dhs.369g;05-10-2025;104.65;Bingo;KTO;App
n4jjycjhph4;2025-07-12 00:00:00;139.05;cassino;Estrela;site
4QQJ-JM7S-SPY;06/04/2025;-84,97;esportiva;Pixbet;Site
zdn43a33dmb;2025-05-30 00:00:00;R$ 84,70;Bingo;KTO;App
3qeatt46flg;15-11-2025;5,53;CASSINO;Superbet;Site
rny.9pqh.cybb;2025-10-25 00:00:00;68,08;Cassino;Betano;app
XF3K-7XGT-UT3;2025-08-17 00:00:00;83.16;Esportiva;Sportingbet;app
pm5f68vkpju;2025-09-20 00:00:00;23.22;ESPORTIVA;Betano;site
 h5x.beb3.w7lb;10/09/2025;R$ 37,70;CASSINO;Bet365;app
gr9.jzld.382r;2025-04-20;74.91;Poker;KTO;site
5SVK-8LGK-7WY;11/07/2025;R$ 15,48;Esportiva;Superbet;app
nk3vec32m5e;2025-10-17 00:00:00;62,83;poker;Estrela;App
7c2.2dyb.n2hq;2025-09-29 00:00:00;120.60;bingo;Bet365;site
 DGV5-RC53-3PW;14/03/2025;R$ 49,16;esportiva;Sportingbet;app
35m.dh4u.pa3q;2025-11-24;R$ 53,20;Bingo;Blaze;App
ewy3eqmp8tq;19/05/2025;85.46;bingo;Pixbet;App
 ddz.ua95.d3a2;31-10-2025;73.72;ESPORTIVA;Betano;App
gfw.n3ay.5yx7;2025-05-23 00:00:00;R$ 15,28;esportiva;Bet365;Site
QJV6-KWS8-A9M;2025-03-24 00:00:00;48.63;Cassino;Betano;App
hse.mkgt.pq5m;04/09/2025;60.82;ESPORTIVA;Blaze;Site
BD7D-9AQW-3RN;10/11/2025;53,03;poker;KTO;App
34WW-264K-BTX;2025-05-04 00:00:00;48.98;ESPORTIVA;Betano;app
d522v3xg5hg;14/07/2025;58.10;esportiva;Blaze;app
qfv.d2uq.g965;2025-09-24;29.51;esportiva;Pixbet;site
HW4S-MGS7-8ZA;09/11/2025;49.52;ESPORTIVA;Superbet;app
8PW4-4NBF-3XZ;2025-06-30;35.26;Bingo;Sportingbet;App
4ar.7t6l.zw4y;2025-07-06 00:00:00;52.53;ESPORTIVA;Sportingbet;app
NVBT-NUFZ-RJB;22/06/2025;99.47;Esportiva;Bet365;site
3nw3rrc3vsu;2025-08-15 00:00:00;83,24;cassino;Superbet;site
FGKT-59XR-VLH;07/03/2025;85.61;Bingo;Bet365;app
W7YQ-KH55-LPH;16/06/2025;R$ 106,33;ESPORTIVA;Bet365;app
8RBX-9XU9-JBD;2025-09-01 00:00:00;29.73;Esportiva;Sportingbet;site
k3lfc74b74m;2025-07-17;44,61;CASSINO;Blaze;App
DY76-WZ6H-2D2;12-12-2025;92.09;CASSINO;Estrela;app
88PR-G37X-GS3;2025-05-03 00:00:00;49.34;BINGO;Bet365;app
acm.kqbg.j3av;07/07/2025;45,85;esportiva;KTO;Site
zxwklk7rgkt;2025-11-09 00:00:00;34,07;bingo;KTO;App
3wm9l9ac8er;2025-05-15 00:00:00;48,53;esportiva;Bet365;app
gn7.l6af.242r;2025-09-03 00:00:00;64.88;cassino;Betano;site
T8NA-EV9Z-VLQ;2025-09-27;78,94;POKER;Blaze;site
MT8L-DQ76-89D;12-09-2025;33,85;cassino;Blaze;site
xgv6zgnscxb;08-10-2025;47.51;Esportiva;Blaze;App
h3m.6a8j.pb28;2025-11-16 00:00:00;11.89;CASSINO;Bet365;App
ul3.mk3u.x3la;2025-08-13 00:00:00;R$ 57,13;CASSINO;Bet365;app
N47D-FLQ3-UGE;2025-11-29 00:00:00;39.36;esportiva;Betano;app
y2w.6kum.9cm2;25-06-2025;178,57;BINGO;Bet365;Site
NN5U-XLVN-6UT;30-07-2025;R$ 161,31;Poker;Estrela;app
wkzsh98ubps;2025-04-28;19.22;esportiva;Estrela;app
R5RN-6VJY-2KL;28-03-2025;197.71;Bingo;Betano;App
956.66cv.t8kt;25/08/2025;54.56;Esportiva;Betano;app
rgjfdm9syuj;2025-11-03 00:00:00;47,72;CASSINO;Betano;site
yafx5umvlbk;2025-06-14;57.23;Cassino;KTO;App
pftd23xu5ee;04-10-2025;125.06;Bingo;KTO;App
JM3L-59FS-JBE;2025-04-14;26.95;ESPORTIVA;Pixbet;app
pzg.66f9.jbn3;30-04-2025;96.39;Esportiva;Betano;site
hjg.z2x5.xp6x;2025-06-07 00:00:00;22.70;Poker;Blaze;App
 juqzg4xewqp;12-10-2025;72.78;ESPORTIVA;KTO;app
KK59-4HXP-74C;08-08-2025;176.26;Esportiva;Bet365;site
73su62ks43k;2025-05-19;149.48;cassino;Superbet;App
kf5.wbjb.nbed;2025-06-15;18.33;Bingo;Pixbet;App
23b.j272.cup3;2025-06-15;28.54;ESPORTIVA;Blaze;app
yhzhpdkcqc2;2025-07-20 00:00:00;135.27;Poker;KTO;App
24DF-PUEB-MY3;05/04/2025;R$ 43,63;esportiva;KTO;site
cyqx87gztvc;2025-12-18;295,70;Cassino;Sportingbet;app
qgp.jema.2bdk;04/06/2025;111.06;esportiva;Estrela;app
vrp.twdd.44v4;2025-05-17;146.84;Esportiva;Betano;app
A5SU-GJGZ-QDB;2025-06-18 00:00:00;7,47;Poker;Estrela;app
3mj.ah8u.6t78;21/06/2025;268.94;Esportiva;KTO;site
d7luxyfqunn;2025-10-13;25.09;ESPORTIVA;Blaze;App
le2.6n69.dj8x;2025-07-13;50.55;CASSINO;Betano;Site
zlz2xn6rfws;01-05-2025;33,63;poker;KTO;App
56k.3kqb.npst;28/04/2025;48.77;Cassino;KTO;app
t5yb2vezzfh;2025-06-09;R$ 62,56;esportiva;Blaze;app
m62zsjvea45;2025-08-11;95.48;POKER;KTO;App
b4z.qfvd.ch89;2025-09-04;37.46;esportiva;Blaze;app
NPHE-9VH3-48F;2025-08-14 00:00:00;R$ 68,63;Esportiva;Betano;site
bcy.3djx.3lrw;2025-06-14;R$ 113,49;esportiva;Superbet;site
979w5wvswa9;2025-04-07;38.45;CASSINO;Betano;app
jm3l59fsjbe;14-10-2025;131,24;ESPORTIVA;Sportingbet;App
sgb.u9j4.h5x7;2025-10-20 00:00:00;16.19;Esportiva;Estrela;app
k6wulfmaac9;2025-11-29 00:00:00;49.93;Bingo;Betano;site
uac.y65u.s347;2025-08-11 00:00:00;85.24;esportiva;Blaze;app
sujks469mwf;22-10-2025;9.33;ESPORTIVA;Sportingbet;app
 3FLM-DT79-RB4;14-09-2025;R$ 11,61;poker;Pixbet;app
FVZ6-BXYB-KDP;2025-10-08;22.62;Esportiva;Bet365;site
JQXA-XSKD-WEW;2025-04-06 00:00:00;17.86;Esportiva;Pixbet;site
tsb.qwsz.2f36;2025-12-19 00:00:00;82,35;Esportiva;Pixbet;app
V48T-8FVH-GZZ;2025-08-31 00:00:00;20.41;Esportiva;KTO;App
p473emtuh5j;15-03-2025;16.55;cassino;Estrela;app
df5.s2gz.xe7c;29-05-2025;39,68;cassino;Bet365;Site
xyc4jl8xve6;2025-06-23 00:00:00;59.74;Bingo;KTO;site
cah.sqnz.zuhn;2025-10-16 00:00:00;22,07;Cassino;Betano;Site
 t65.dkc2.7hyd;20/03/2025;31,13;esportiva;Sportingbet;Site
45x.uwys.k4cg;2025-05-30 00:00:00;R$ 127,67;esportiva;Blaze;app
E2BZ-9KNM-26S;2025-09-20 00:00:00;28.29;CASSINO;Pixbet;App
ng5.9wf4.8tzh;08/10/2025;61.41;CASSINO;Blaze;site
8jbxu6u23ae;13/11/2025;69.32;ESPORTIVA;Estrela;Site
2mtk7egmmth;2025-08-23 00:00:00;94.44;ESPORTIVA;Betano;App
4gjc5ubppna;28/06/2025;18.41;cassino;Betano;site
rvx.g3hw.wzy9;2025-12-15 00:00:00;97,39;Esportiva;Blaze;app
73s95dxaqxj;30/07/2025;149.86;cassino;KTO;app
gbqrt6lbjx8;2025-03-20 00:00:00;49.13;ESPORTIVA;Sportingbet;app
ph6panph6rm;2025-10-22 00:00:00;R$ 150,72;Bingo;Superbet;app
v7eruccyqz9;07/04/2025;15,33;Cassino;Betano;site
qe6.jmlr.uuwj;14/04/2025;111.88;ESPORTIVA;Sportingbet;App
w35.eyjn.2ub8;2025-07-15;48,10;cassino;Betano;Site
ec3.um6f.erjh;2025-03-14 00:00:00;55.79;esportiva;KTO;Site
fylyn2fptu4;03-06-2025;R$ 20,64;Bingo;Pixbet;site
 sh7.2zx2.8e97;2025-09-01 00:00:00;R$ 89,28;POKER;Blaze;App
8c5.pryv.64hj;23-09-2025;30.85;Cassino;Pixbet;app
FPVF-GLD7-F4A;17/07/2025;33.84;CASSINO;Bet365;App
95FD-RQED-KDF;2025-06-09;R$ 213,79;BINGO;Sportingbet;App
P7YF-2AQC-238;11/11/2025;72.70;poker;Betano;App
5rb2tqj272c;2025-05-11;18,95;poker;Sportingbet;App
erg.xjhj.45gf;2025-08-29;42.52;Esportiva;Betano;site
ma658c9mghu;18/07/2025;R$ 22,29;Bingo;Estrela;App
6gg.fwu6.cdne;2025-07-26;22.23;Bingo;Blaze;site
vkv2a5adzv9;2025-11-28;90.75;poker;Pixbet;app
b2w.9x7e.fxzn;2025-09-06;39.87;poker;Pixbet;Site
fe4.gwdc.gskh;18/04/2025;68,83;esportiva;Blaze;App
5ks.xmbt.z2uf;2025-03-05;R$ 42,35;Esportiva;Pixbet;site
ddz.ua95.d3a2;2025-05-26 00:00:00;51.07;Poker;Pixbet;app
ams.rvsh.sevj;2025-11-19 00:00:00;74.65;esportiva;Bet365;site
x5j.fdaq.5cw3;02/10/2025;29,70;CASSINO;Sportingbet;app
8ybe5qdewpt;2025-03-06 00:00:00;48.13;ESPORTIVA;Superbet;App
CAHS-QNZZ-UHN;09/04/2025;112.40;Poker;Pixbet;App
4jd.tatt.lr55;2025-05-02;46,87;cassino;KTO;app
7ne.cepu.a4tu;03/05/2025;44,25;POKER;Sportingbet;app
H234-VJDW-6SJ;2025-12-13 00:00:00;R$ 37,94;Esportiva;Blaze;app
dqg.4eq4.qffv;2025-09-09 00:00:00;42,37;cassino;Blaze;App
rnz.jx5t.jtpk;2025-03-30 00:00:00;80,68;Esportiva;Pixbet;site
hl9zv77gae9;03/07/2025;53,92;bingo;Estrela;Site
d3hzr3rj8zw;01-08-2025;115.22;ESPORTIVA;Bet365;site
EF96-E9G6-W8C;2025-03-07;58,15;bingo;Bet365;site
KNHE-H8D9-XD3;2025-10-22;135,52;esportiva;Estrela;site
vq5.hhhy.wp92;2025-04-15 00:00:00;14,72;esportiva;Blaze;App
a26.3j9y.c5dt;04-03-2025;56.14;POKER;Pixbet;app
8LKS-3T4C-DPH;2025-05-17 00:00:00;41.08;esportiva;Blaze;app
 6l2.t3pn.ejzx;2025-04-15;79,46;Cassino;Betano;app
yy6.zkqx.2kj6;11/08/2025;117.83;Cassino;Blaze;site
fylygbxx2q4;04/04/2025;65.14;CASSINO;KTO;App
3jq.n6x7.3np5;2025-05-29;38.96;cassino;Blaze;Site
h5xxq9lvply;09-07-2025;-99.81;POKER;Estrela;app
c8q.nv5w.m8z7;2025-11-23 00:00:00;125.61;Esportiva;Estrela;app
3YME-6SYX-WGF;2025-07-21 00:00:00;91.41;Cassino;Blaze;Site
 H8RT-R6YB-9QR;2025-12-08 00:00:00;45.85;Bingo;Pixbet;site
GWCK-HEN7-VW3;2025-09-10;25.16;cassino;Estrela;App
fbw.xqsc.7gym;20/06/2025;80.69;Esportiva;Sportingbet;app
b9uanfasacr;26-07-2025;45.51;esportiva;Bet365;site
nu6.cswr.a2hd;2025-03-31 00:00:00;34.58;Esportiva;Superbet;app
jwn.l9uz.q4dd;2025-03-20;66.16;Esportiva;Bet365;Site
k8s.vhjz.qe4n;2025-05-13;41,99;esportiva;Blaze;app
vsl.kngk.rzwa;2025-06-23;74.25;Cassino;KTO;site
kkj2s24m2bp;2025-10-11;14.85;cassino;Bet365;site
h4nmb85xd5y;2025-03-19;71,68;bingo;Sportingbet;App
HC5U-9GYP-VFM;2025-06-07 00:00:00;69.33;esportiva;Superbet;app
26bmufht6wq;2025-05-23 00:00:00;35.47;Bingo;Bet365;App
d9feyzz6gmw;20/08/2025;32,21;CASSINO;Blaze;app
ayz.kd4y.kxhw;2025-09-30;9.47;CASSINO;Sportingbet;site
F3CU-QBFX-GQM;2025-09-28 00:00:00;28,31;CASSINO;Estrela;Site
CL74-EJFH-MEQ;13/03/2025;25,12;esportiva;Bet365;app
ffa.wpge.cwxw;24/04/2025;223.27;cassino;Sportingbet;app
3DQW-3MG8-JL2;13-09-2025;65.53;Cassino;KTO;site
dgnjaz9eydy;2025-08-30;66.49;poker;Blaze;App
YEC8-UGSG-LMR;03/08/2025;108.44;bingo;Blaze;App
RHML-DSHK-GBE;2025-10-15;147,06;Esportiva;Sportingbet;app
nbsmj52jszb;04/05/2025;50.15;cassino;Estrela;App
 akbtj3u3wq5;25/03/2025;153,60;cassino;Superbet;App
jub.gpn5.t52p;2025-06-10;42,59;cassino;Blaze;App
rtw.2bja.awse;2025-09-09 00:00:00;26.35;Poker;KTO;site
LNMX-VRPX-JFR;12/08/2025;14.36;Cassino;Estrela;App
mlutxr3dqvl;2025-03-01 00:00:00;29.21;CASSINO;KTO;App
YBG6-MYAP-N3W;2025-12-08;R$ 140,22;ESPORTIVA;Estrela;App
2yrdc3ymnpy;2025-09-24 00:00:00;102.58;bingo;Bet365;App
263yusmyek9;2025-05-02 00:00:00;12.56;esportiva;Pixbet;app
 xj7.67cj.n8x9;30/08/2025;56.64;Esportiva;Bet365;Site
ylr.neg2.u2n2;25/08/2025;163.99;ESPORTIVA;KTO;site
xtj.c8t8.vu79;2025-09-03 00:00:00;23,24;CASSINO;KTO;App
BN2K-WSU3-DRF;10/05/2025;-45.06;POKER;KTO;app
ERGX-JHJ4-5GF;20-09-2025;45.33;ESPORTIVA;Bet365;app
msbckhxpbs5;03/05/2025;25.00;CASSINO;Bet365;app
6hd.le9g.kjaa;2025-12-04;21.59;CASSINO;Sportingbet;App
w6d.a75u.5k83;2025-07-26 00:00:00;178.92;CASSINO;Bet365;app
bem.r2bz.avjs;07-10-2025;158.56;Cassino;Blaze;App
j6ykflqtnbx;2025-11-26;35,38;esportiva;Estrela;app
eppen9ym76e;2025-07-30 00:00:00;R$ 259,94;cassino;Superbet;app
2YFE-XYUD-Y85;2025-06-05;30.38;Poker;Pixbet;App
lth.7ndr.u2ru;2025-06-24 00:00:00;86.98;Cassino;Betano;app
wl8.xvuq.jz8g;2025-06-18 00:00:00;27.01;Cassino;Blaze;site
67zxpfrq4xe;03-08-2025;113,02;Cassino;Betano;app
e6r.8l2f.uchu;2025-06-06;302.67;Esportiva;Blaze;Site
lgje269r77j;2025-09-22 00:00:00;98.64;Poker;Bet365;site
6B6H-NTHG-LBS;2025-06-14;20.32;cassino;KTO;site
kes4t399lhr;2025-04-01;30.31;bingo;KTO;app
3jq.n6x7.3np5;2025-03-24;25,62;poker;Bet365;app
2jh.92um.gkuf;2025-06-14 00:00:00;19.43;Esportiva;Betano;site
me5.4e8r.glld;21-08-2025;124.29;Bingo;KTO;app
bgcvms5umlw;2025-05-06;78.99;Cassino;Bet365;App
qq4.ljsv.ur7q;2025-09-20;34.17;ESPORTIVA;Betano;app
wbq.xns5.3z3c;2025-08-25;58.36;CASSINO;Pixbet;App
e4v92ak4mqn;2025-07-16 00:00:00;41.47;ESPORTIVA;Estrela;app
38z.z379.ne6p;09/04/2025;37.83;Bingo;Sportingbet;app
7eu.8jyb.nzjl;2025-11-07 00:00:00;41,02;esportiva;Blaze;App
zjdf8x9av3x;27-06-2025;87.22;esportiva;Blaze;site
kswyaln53ll;2025-08-23 00:00:00;R$ 12,20;Cassino;Superbet;App
MGY4-2CP2-ET7;2025-11-27;29.61;Esportiva;Sportingbet;app
lnmxvrpxjfr;2025-11-02;23.74;CASSINO;Sportingbet;site
ew8.wypz.y7h3;04/03/2025;37,58;cassino;Sportingbet;site
hbduvmepprb;2025-06-09;94,40;cassino;Estrela;app
h8r7ps4rr6a;21/04/2025;36,42;Esportiva;Sportingbet;Site
g56.vuw4.25pc;2025-10-07 00:00:00;88.96;esportiva;Betano;App
DRCL-YSTC-XCU;2025-04-29 00:00:00;R$ 151,00;Bingo;Blaze;app
6nk8w5npz93;2025-05-17 00:00:00;26.47;ESPORTIVA;Betano;site
qew.ep34.9uc6;04/12/2025;70,83;Esportiva;Estrela;app
LTH7-NDRU-2RU;05/12/2025;69.96;ESPORTIVA;Superbet;App
zjc.q2n9.3nkj;2025-09-03 00:00:00;101.14;esportiva;Sportingbet;App
edlr84nu2n2;2025-03-12;75,06;Esportiva;Estrela;App
xj7.67cj.n8x9;2025-03-22 00:00:00;R$ -158,37;esportiva;Sportingbet;app
nej3az7p392;2025-07-17;22,74;Cassino;KTO;app
gm3.7usn.d3bz;07/03/2025;54.09;Esportiva;KTO;App
872t2qkdrz5;18/06/2025;42.97;ESPORTIVA;Betano;app
rexmylearm8;2025-08-22 00:00:00;52,02;POKER;Sportingbet;App
TW9L-GENV-C2Q;2025-12-01;41.63;esportiva;Bet365;site
e3v.hqvn.q8hf;19/07/2025;86.01;ESPORTIVA;Betano;Site
79duvc8dj8t;06-06-2025;111,90;esportiva;Betano;app
qb2627pbj5e;12-08-2025;46.13;Cassino;Estrela;App
yec8ugsglmr;2025-08-27 00:00:00;29.84;ESPORTIVA;Blaze;app
br8hakcvghu;10/03/2025;R$ 73,02;esportiva;Betano;app
hwh.ws9w.3d4v;05/05/2025;30.29;Cassino;Blaze;site
tpc7qtssdqp;20/05/2025;-62.82;cassino;Superbet;App
65vqa7tcm46;27-05-2025;6.75;esportiva;Pixbet;App
HCSU-EBTP-BYY;2025-12-11 00:00:00;66.75;esportiva;KTO;App
ece.yyjn.mah2;2025-10-25;159,47;Cassino;Betano;App
p2y.6y9t.7rby;13/08/2025;34.36;bingo;Blaze;App
tumcxtlxavz;2025-12-01 00:00:00;111.14;cassino;Superbet;App
g8y.wtsz.kcty;09/11/2025;R$ 57,99;Esportiva;Superbet;app
m62zsjvea45;2025-08-17 00:00:00;121.16;Bingo;Sportingbet;App
2qwwguxxhtp;2025-09-06 00:00:00;136,75;esportiva;Superbet;site
VXC5-PAE5-82L;2025-11-22 00:00:00;55.47;cassino;Bet365;Site
YLCN-2BRW-3CM;2025-09-08 00:00:00;57.07;esportiva;Sportingbet;App
jat.38zc.nqm2;2025-08-15;157.25;poker;Pixbet;App
7ux.j2e5.5x97;2025-08-23 00:00:00;303.68;cassino;Estrela;app
CXKC-G4EG-W2T;14/08/2025;79.91;poker;Betano;app
vq7.yfyp.ldnp;2025-11-14 00:00:00;141.14;esportiva;Bet365;app
mqv.bmey.wgk3;2025-09-25 00:00:00;41,81;esportiva;Blaze;app
4mu2z28gwmf;2025-05-08 00:00:00;143.84;CASSINO;KTO;app
w23.rg3l.kdkf;15-07-2025;142.58;ESPORTIVA;Blaze;app
ydj.92wq.8zz7;13/07/2025;26.98;CASSINO;Betano;app
cwa.unmw.avrg;27-06-2025;80.20;cassino;Sportingbet;app
cfpu8uppk6d;14/06/2025;25,13;Poker;Betano;site
